run_id,workflow_name,workflow_file,event,branch,conclusion,created_at,updated_at,wall_seconds,first_failure_seconds,time_to_signal_seconds,skipped,total_jobs,failed_jobs,skipped_jobs,successful_jobs,build_max_duration_seconds,build_max_queue_seconds,build_total_queue_seconds,test_max_duration_seconds,test_max_queue_seconds,test_total_queue_seconds,pytorch_max_duration_seconds,python_max_duration_seconds,longest_job_name,longest_job_seconds,longest_queue_job_name,longest_queue_seconds,html_url
22150393965,CI,.github/workflows/ci.yml,push,main,failure,2026-02-18T17:28:44Z,2026-02-21T05:05:31Z,214607.0,7076.0,7076.0,False,143,3,19,121,11872.0,606.0,1549.0,2101.0,147613.0,1512233.0,2448.0,785.0,Windows::gfx110X-all::release / Build Artifacts / Build release (xfail false),11872.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test Sanity Check / Sanity ROCM Test (gfx950-dcgpu),147613.0,https://github.com/ROCm/TheRock/actions/runs/22150393965
22151213425,CI,.github/workflows/ci.yml,push,main,failure,2026-02-18T17:52:50Z,2026-02-21T07:54:02Z,223272.0,11653.0,11653.0,False,204,11,19,174,12909.0,939.0,2016.0,3485.0,155809.0,7430863.0,2393.0,843.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),12909.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test rocthrust / Test rocthrust (shard 1/1) (gfx950-,155809.0,https://github.com/ROCm/TheRock/actions/runs/22151213425
22152436150,CI,.github/workflows/ci.yml,push,main,success,2026-02-18T18:28:59Z,2026-02-18T18:30:11Z,72.0,-1.0,72.0,True,4,0,2,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,CI Summary,4.0,CI Summary,38.0,https://github.com/ROCm/TheRock/actions/runs/22152436150
22152964163,CI,.github/workflows/ci.yml,push,main,failure,2026-02-18T18:44:47Z,2026-02-21T07:02:39Z,217072.0,6618.0,6618.0,False,141,5,18,118,9415.0,839.0,2758.0,2053.0,148436.0,1838770.0,1837.0,848.0,Windows::gfx110X-all::release / Build Artifacts / Build release (xfail false),9415.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test Sanity Check / Sanity ROCM Test (gfx950-dcgpu),148436.0,https://github.com/ROCm/TheRock/actions/runs/22152964163
22153167039,CI,.github/workflows/ci.yml,push,main,success,2026-02-18T18:50:47Z,2026-02-18T18:51:38Z,51.0,-1.0,51.0,True,4,0,2,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,setup / setup,4.0,CI Summary,36.0,https://github.com/ROCm/TheRock/actions/runs/22153167039
22154101317,CI,.github/workflows/ci.yml,push,main,failure,2026-02-18T19:18:12Z,2026-02-21T00:50:17Z,192725.0,8423.0,8423.0,False,141,8,18,115,11568.0,287.0,610.0,2479.0,130202.0,3778743.0,2470.0,799.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),11568.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test rocrand / Test rocrand (shard 1/1) (gfx950-dcgp,130202.0,https://github.com/ROCm/TheRock/actions/runs/22154101317
22156362151,CI,.github/workflows/ci.yml,push,main,failure,2026-02-18T20:27:06Z,2026-02-20T12:50:49Z,145423.0,4743.0,4743.0,False,201,57,21,123,17265.0,897.0,1983.0,86401.0,86401.0,5062190.0,2403.0,741.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test hip-tests / Test hip-tests (shard 4/4) (gfx950-,86401.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test libhipcxx_hipcc / Test libhipcxx_hipcc (shard 1,86401.0,https://github.com/ROCm/TheRock/actions/runs/22156362151
22156827145,CI,.github/workflows/ci.yml,push,main,failure,2026-02-18T20:41:44Z,2026-02-20T13:10:51Z,145747.0,5619.0,5619.0,False,143,35,19,89,13397.0,1083.0,1983.0,86401.0,139646.0,2882791.0,1883.0,743.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test hipblas / Test hipblas (shard 1/1) (gfx950-dcgp,86401.0,Linux::gfx950-dcgpu::release / Test Python / Test rocm[libraries] wheels | gfx950-dcgpu,139646.0,https://github.com/ROCm/TheRock/actions/runs/22156827145
22156953729,CI,.github/workflows/ci.yml,push,main,failure,2026-02-18T20:45:43Z,2026-02-21T19:05:43Z,253200.0,6374.0,6374.0,False,121,4,22,95,11647.0,1191.0,3752.0,2026.0,139830.0,1327012.0,1879.0,733.0,Windows::gfx110X-all::release / Build Artifacts / Build release (xfail false),11647.0,Linux::gfx950-dcgpu::release / Test Artifacts / Configure test matrix (gfx950-dcgpu),139830.0,https://github.com/ROCm/TheRock/actions/runs/22156953729
22161502259,CI,.github/workflows/ci.yml,push,main,failure,2026-02-18T23:13:51Z,2026-02-21T10:35:33Z,213702.0,5076.0,5076.0,False,140,6,22,112,12001.0,1080.0,3409.0,2159.0,135914.0,2382273.0,1867.0,749.0,Windows::gfx110X-all::release / Build Artifacts / Build release (xfail false),12001.0,"Linux::gfx950-dcgpu::release / Test Python / Test rocm[libraries,devel] wheels | gfx950-dcgpu",135914.0,https://github.com/ROCm/TheRock/actions/runs/22161502259
22163602435,CI,.github/workflows/ci.yml,push,main,failure,2026-02-19T00:36:57Z,2026-02-21T12:10:41Z,214424.0,90324.0,90324.0,False,143,3,19,121,12768.0,36.0,279.0,2328.0,131957.0,2044013.0,2416.0,782.0,Windows::gfx1151::release / Build Artifacts / Build release (xfail false),12768.0,Linux::gfx950-dcgpu::release / Test Python / Test rocm[libraries] wheels | gfx950-dcgpu,131957.0,https://github.com/ROCm/TheRock/actions/runs/22163602435
22174959996,CI,.github/workflows/ci.yml,push,main,cancelled,2026-02-19T08:54:27Z,2026-02-19T16:48:52Z,28465.0,6591.0,6591.0,False,97,8,23,66,13757.0,81.0,376.0,22164.0,22997.0,105530.0,1838.0,859.0,"Linux::gfx950-dcgpu::release / Test Python / Test rocm[libraries,devel] wheels | gfx950-dcgpu",22164.0,Linux::gfx950-dcgpu::release / Test Artifacts / Configure test matrix (gfx950-dcgpu),22997.0,https://github.com/ROCm/TheRock/actions/runs/22174959996
22193254300,CI,.github/workflows/ci.yml,push,main,failure,2026-02-19T17:46:25Z,2026-02-21T13:01:02Z,155677.0,6478.0,6478.0,False,143,5,19,119,11997.0,337.0,912.0,2010.0,80784.0,1806358.0,2468.0,782.0,Windows::gfx110X-all::release / Build Artifacts / Build release (xfail false),11997.0,Linux::gfx950-dcgpu::release / Test Python / Test rocm[libraries] wheels | gfx950-dcgpu,80784.0,https://github.com/ROCm/TheRock/actions/runs/22193254300
22193390474,CI,.github/workflows/ci.yml,push,main,failure,2026-02-19T17:50:19Z,2026-02-21T13:06:09Z,155750.0,6619.0,6619.0,False,146,4,19,123,13730.0,615.0,2991.0,2008.0,81081.0,1907872.0,3613.0,744.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),13730.0,Linux::gfx950-dcgpu::release / Test Python / Test rocm[libraries] wheels | gfx950-dcgpu,81081.0,https://github.com/ROCm/TheRock/actions/runs/22193390474
22197290554,CI,.github/workflows/ci.yml,push,main,failure,2026-02-19T19:43:01Z,2026-02-21T13:40:45Z,151064.0,5630.0,5630.0,False,143,5,22,116,13673.0,232.0,695.0,2319.0,83007.0,1840712.0,3012.0,814.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),13673.0,Linux::gfx950-dcgpu::release / Test Artifacts / Configure test matrix (gfx950-dcgpu),83007.0,https://github.com/ROCm/TheRock/actions/runs/22197290554
22202588018,CI,.github/workflows/ci.yml,push,main,failure,2026-02-19T22:22:39Z,2026-02-21T14:25:08Z,144149.0,5436.0,5436.0,False,146,3,19,124,11556.0,992.0,2162.0,2180.0,75472.0,1691434.0,4212.0,776.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),11556.0,Linux::gfx950-dcgpu::release / Test Python / Test rocm[libraries] wheels | gfx950-dcgpu,75472.0,https://github.com/ROCm/TheRock/actions/runs/22202588018
22208565586,CI,.github/workflows/ci.yml,push,main,cancelled,2026-02-20T02:14:33Z,2026-02-22T06:38:49Z,188656.0,5720.0,5720.0,False,207,4,19,184,19018.0,43.0,337.0,3367.0,83941.0,2141372.0,4219.0,735.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),19018.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test rocprim / Test rocprim (shard 2/2) (gfx950-dcgp,83941.0,https://github.com/ROCm/TheRock/actions/runs/22208565586
22210753684,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T04:02:25Z,2026-02-21T18:15:06Z,137561.0,6338.0,6338.0,False,146,4,19,123,13977.0,161.0,532.0,6846.0,64377.0,1576508.0,3752.0,824.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),13977.0,Linux::gfx950-dcgpu::release / Test Artifacts / Configure test matrix (gfx950-dcgpu),64377.0,https://github.com/ROCm/TheRock/actions/runs/22210753684
22212900183,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T05:42:32Z,2026-02-21T18:33:54Z,132682.0,6725.0,6725.0,False,146,4,19,123,13745.0,47.0,369.0,2331.0,60771.0,1559210.0,3533.0,722.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),13745.0,Linux::gfx950-dcgpu::release / Test Python / Test rocm[libraries] wheels | gfx950-dcgpu,60771.0,https://github.com/ROCm/TheRock/actions/runs/22212900183
22212950428,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T05:44:45Z,2026-02-21T18:19:28Z,131683.0,7314.0,7314.0,False,146,5,19,122,17953.0,61.0,392.0,2104.0,61057.0,1543633.0,4276.0,856.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),17953.0,Linux::gfx950-dcgpu::release / Test Artifacts / Configure test matrix (gfx950-dcgpu),61057.0,https://github.com/ROCm/TheRock/actions/runs/22212950428
22217229403,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T08:39:01Z,2026-02-21T19:20:38Z,124897.0,6500.0,6500.0,False,146,5,19,122,11950.0,43.0,329.0,2766.0,52705.0,1489885.0,4173.0,807.0,Windows::gfx110X-all::release / Build Artifacts / Build release (xfail false),11950.0,Linux::gfx950-dcgpu::release / Test Artifacts / Configure test matrix (gfx950-dcgpu),52705.0,https://github.com/ROCm/TheRock/actions/runs/22217229403
22227127870,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T14:04:42Z,2026-02-21T20:57:00Z,111138.0,5669.0,5669.0,False,146,6,19,121,11212.0,191.0,874.0,2134.0,40113.0,1502508.0,3675.0,705.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),11212.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test rocfft / Test rocfft (shard 1/1) (gfx950-dcgpu),40113.0,https://github.com/ROCm/TheRock/actions/runs/22227127870
22227154140,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T14:05:28Z,2026-02-21T20:47:30Z,110522.0,6607.0,6607.0,False,207,8,19,180,11779.0,807.0,3023.0,3712.0,39492.0,2404622.0,5211.0,785.0,Windows::gfx110X-all::release / Build Artifacts / Build release (xfail false),11779.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test rocsolver / Test rocsolver (shard 2/2) (gfx950-,39492.0,https://github.com/ROCm/TheRock/actions/runs/22227154140
22230000714,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T15:27:41Z,2026-02-21T23:04:27Z,113806.0,6431.0,6431.0,False,146,13,19,114,11843.0,186.0,920.0,3188.0,45847.0,1641849.0,4157.0,761.0,Windows::gfx110X-all::release / Build Artifacts / Build release (xfail false),11843.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test hipsolver / Test hipsolver (shard 1/1) (gfx950-,45847.0,https://github.com/ROCm/TheRock/actions/runs/22230000714
22230050392,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T15:29:00Z,2026-02-21T22:49:04Z,112804.0,8191.0,8191.0,False,146,5,19,122,13820.0,335.0,1212.0,2109.0,44669.0,1650081.0,3560.0,736.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),13820.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test hipdnn / Test hipdnn (shard 1/1) (gfx950-dcgpu),44669.0,https://github.com/ROCm/TheRock/actions/runs/22230050392
22231209275,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T16:01:59Z,2026-02-22T06:40:30Z,139111.0,7303.0,7303.0,False,205,11,19,175,14104.0,86.0,520.0,5759.0,65925.0,2891151.0,4224.0,727.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),14104.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test aqlprofile / Test aqlprofile (shard 1/1) (gfx95,65925.0,https://github.com/ROCm/TheRock/actions/runs/22231209275
22231714342,CI,.github/workflows/ci.yml,push,main,cancelled,2026-02-20T16:16:26Z,2026-02-20T17:44:34Z,5288.0,4953.0,4953.0,False,55,12,37,6,5169.0,173.0,663.0,81.0,560.0,709.0,43.0,588.0,Linux::gfx94X-dcgpu::release / Build Artifacts / Build (xfail false),5169.0,Linux::gfx120X-all::release / Test Artifacts / Configure test matrix (gfx120X-all),560.0,https://github.com/ROCm/TheRock/actions/runs/22231714342
22234738304,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T17:45:28Z,2026-02-22T03:24:07Z,121119.0,6299.0,6299.0,False,148,5,19,124,12347.0,57.0,437.0,2327.0,51992.0,1893576.0,4148.0,828.0,Windows::gfx110X-all::release / Build Artifacts / Build release (xfail false),12347.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test hip-tests / Test hip-tests (shard 1/1) (gfx950-,51992.0,https://github.com/ROCm/TheRock/actions/runs/22234738304
22235124001,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T17:57:07Z,2026-02-22T03:05:00Z,119273.0,5698.0,5698.0,False,148,6,19,123,13666.0,53.0,395.0,2767.0,50979.0,1892685.0,4230.0,913.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),13666.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test miopen_plugin / Test miopen_plugin (shard 1/1) ,50979.0,https://github.com/ROCm/TheRock/actions/runs/22235124001
22235127696,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T17:57:13Z,2026-02-22T03:30:06Z,120773.0,6930.0,6930.0,False,148,4,19,125,13814.0,52.0,407.0,2485.0,53103.0,1851272.0,3587.0,825.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),13814.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test rocthrust / Test rocthrust (shard 1/1) (gfx950-,53103.0,https://github.com/ROCm/TheRock/actions/runs/22235127696
22236517401,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T18:39:47Z,2026-02-22T03:48:45Z,119338.0,6081.0,6081.0,False,148,7,19,122,13835.0,181.0,781.0,2121.0,54382.0,1893164.0,3664.0,795.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),13835.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test hipblas / Test hipblas (shard 1/1) (gfx950-dcgp,54382.0,https://github.com/ROCm/TheRock/actions/runs/22236517401
22237743440,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T19:17:44Z,2026-02-22T04:36:26Z,119922.0,6802.0,6802.0,False,148,8,19,121,14087.0,49.0,379.0,1962.0,51623.0,1808132.0,5129.0,743.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),14087.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test hip-tests / Test hip-tests (shard 1/1) (gfx950-,51623.0,https://github.com/ROCm/TheRock/actions/runs/22237743440
22238314551,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T19:35:55Z,2026-02-22T10:12:44Z,139009.0,5693.0,5693.0,False,209,15,19,175,13725.0,181.0,567.0,3760.0,72490.0,3366608.0,3479.0,731.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),13725.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test rocprofiler_systems / Test rocprofiler_systems ,72490.0,https://github.com/ROCm/TheRock/actions/runs/22238314551
22241247955,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T21:08:06Z,2026-02-22T06:43:55Z,120949.0,4662.0,4662.0,False,148,7,19,122,11941.0,99.0,491.0,2174.0,59498.0,2122891.0,4177.0,743.0,Windows::gfx110X-all::release / Build Artifacts / Build release (xfail false),11941.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test rocrand / Test rocrand (shard 1/1) (gfx950-dcgp,59498.0,https://github.com/ROCm/TheRock/actions/runs/22241247955
22242089166,CI,.github/workflows/ci.yml,push,main,failure,2026-02-20T21:35:08Z,2026-02-22T05:04:11Z,113343.0,5704.0,5704.0,False,151,8,19,124,18414.0,176.0,920.0,1947.0,52516.0,2031850.0,3608.0,706.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),18414.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test rocroller / Test rocroller (shard 1/1) (gfx950-,52516.0,https://github.com/ROCm/TheRock/actions/runs/22242089166
22246267927,CI,.github/workflows/ci.yml,push,main,failure,2026-02-21T00:16:38Z,2026-02-22T10:18:59Z,122541.0,7932.0,7932.0,False,212,16,19,177,11256.0,187.0,582.0,3730.0,90254.0,1331128.0,3801.0,730.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),11256.0,Linux::gfx950-dcgpu::release / Test Python / Test rocm[libraries] wheels | gfx950-dcgpu,90254.0,https://github.com/ROCm/TheRock/actions/runs/22246267927
22247003958,CI,.github/workflows/ci.yml,push,main,failure,2026-02-21T00:52:33Z,2026-02-22T08:53:24Z,115251.0,7486.0,7486.0,False,151,4,19,128,14132.0,55.0,414.0,2177.0,49422.0,891270.0,3595.0,726.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),14132.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test Sanity Check / Sanity ROCM Test (gfx950-dcgpu),49422.0,https://github.com/ROCm/TheRock/actions/runs/22247003958
22247014207,CI,.github/workflows/ci.yml,push,main,success,2026-02-21T00:53:08Z,2026-02-21T00:54:18Z,70.0,-1.0,70.0,True,4,0,2,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,setup / setup,6.0,CI Summary,41.0,https://github.com/ROCm/TheRock/actions/runs/22247014207
22247902238,CI,.github/workflows/ci.yml,push,main,failure,2026-02-21T01:42:39Z,2026-02-22T09:13:33Z,113454.0,5478.0,5478.0,False,151,8,19,124,11966.0,49.0,380.0,2773.0,50028.0,926383.0,3484.0,746.0,Windows::gfx110X-all::release / Build Artifacts / Build release (xfail false),11966.0,Linux::gfx950-dcgpu::release / Test Artifacts / Test Sanity Check / Sanity ROCM Test (gfx950-dcgpu),50028.0,https://github.com/ROCm/TheRock/actions/runs/22247902238
22260575404,CI,.github/workflows/ci.yml,push,main,failure,2026-02-21T16:53:50Z,2026-02-22T12:44:51Z,71461.0,4857.0,4857.0,False,212,12,19,181,11709.0,725.0,2885.0,3354.0,43309.0,298520.0,5216.0,936.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),11709.0,Linux::gfx950-dcgpu::release / Test Artifacts / Configure test matrix (gfx950-dcgpu),43309.0,https://github.com/ROCm/TheRock/actions/runs/22260575404
22305185335,CI,.github/workflows/ci.yml,push,main,failure,2026-02-23T11:59:56Z,2026-02-23T17:19:53Z,19197.0,6294.0,6294.0,False,212,11,19,182,13605.0,752.0,1108.0,3394.0,6905.0,275134.0,3639.0,776.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),13605.0,Windows::gfx1151::release / Test Artifacts / Test rocwmma / Test rocwmma (shard 2/5) (gfx1151),6905.0,https://github.com/ROCm/TheRock/actions/runs/22305185335
22310457527,CI,.github/workflows/ci.yml,push,main,failure,2026-02-23T14:30:56Z,2026-02-23T23:50:55Z,33599.0,5624.0,5624.0,False,151,5,19,127,18109.0,959.0,2747.0,2254.0,8324.0,181268.0,4186.0,817.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),18109.0,Windows::gfx1151::release / Test Artifacts / Test rocrand / Test rocrand (shard 1/1) (gfx1151),8324.0,https://github.com/ROCm/TheRock/actions/runs/22310457527
22315940933,CI,.github/workflows/ci.yml,push,main,cancelled,2026-02-23T16:51:10Z,2026-02-24T02:48:04Z,35814.0,6385.0,6385.0,False,212,15,19,178,11106.0,910.0,3473.0,3897.0,11412.0,521005.0,3643.0,814.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),11106.0,Windows::gfx1151::release / Test Artifacts / Test miopen_plugin / Test miopen_plugin (shard 1/1) (gf,11412.0,https://github.com/ROCm/TheRock/actions/runs/22315940933
22316165171,CI,.github/workflows/ci.yml,push,main,failure,2026-02-23T16:57:15Z,2026-02-24T04:32:32Z,41717.0,7212.0,7212.0,False,151,10,19,122,11784.0,333.0,1341.0,6834.0,16393.0,519325.0,3624.0,831.0,Windows::gfx110X-all::release / Build Artifacts / Build release (xfail false),11784.0,Windows::gfx1151::release / Test Artifacts / Test hipblaslt_plugin / Test hipblaslt_plugin (shard 1/,16393.0,https://github.com/ROCm/TheRock/actions/runs/22316165171
22316858379,CI,.github/workflows/ci.yml,push,main,failure,2026-02-23T17:16:18Z,2026-02-24T00:47:05Z,27047.0,5590.0,5590.0,False,175,14,20,141,12445.0,54.0,399.0,4060.0,8382.0,156675.0,3796.0,754.0,Windows::gfx1151::release / Build Artifacts / Build release (xfail false),12445.0,Windows::gfx1151::release / Test Artifacts / Test Sanity Check / Sanity ROCM Test (gfx1151),8382.0,https://github.com/ROCm/TheRock/actions/runs/22316858379
22321432260,CI,.github/workflows/ci.yml,push,main,cancelled,2026-02-23T19:26:51Z,2026-02-24T08:22:27Z,46536.0,6685.0,6685.0,False,151,8,19,124,11588.0,125.0,593.0,2341.0,15327.0,402831.0,3615.0,842.0,Windows::gfx120X-all::release / Build Artifacts / Build release (xfail false),11588.0,Windows::gfx1151::release / Test Artifacts / Test rocrand / Test rocrand (shard 1/1) (gfx1151),15327.0,https://github.com/ROCm/TheRock/actions/runs/22321432260
