run_id,run_created_at,job_name,category,platform,variant,conclusion,created_at,started_at,completed_at,queue_seconds,duration_seconds,runner_labels
23294194159,2026-03-19T12:10:40Z,Linux::gfx110X-all::release / Build Artifacts / Build (xfail false),build,Linux,gfx110X-all,success,2026-03-19T12:11:41Z,2026-03-19T12:13:01Z,2026-03-19T14:06:03Z,80.0,6782.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx120X-all::release / Build Python / Build Python | gfx120X-all,python,Linux,gfx120X-all,success,2026-03-19T13:30:33Z,2026-03-19T13:30:56Z,2026-03-19T13:41:37Z,23.0,641.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx120X-all::release / Validate Artifact Structure / Validate artifact structure (gfx120X-all),validate,Linux,gfx120X-all,success,2026-03-19T13:30:33Z,2026-03-19T13:30:56Z,2026-03-19T13:33:39Z,23.0,163.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx120X-all::release / Build PyTorch / Build PyTorch | gfx120X-all | torch release/2.10 | py3.12,pytorch,Linux,gfx120X-all,success,2026-03-19T13:41:37Z,2026-03-19T13:41:55Z,2026-03-19T14:05:57Z,18.0,1442.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx110X-all::release / Validate Artifact Structure / Validate artifact structure (gfx110X-all),validate,Linux,gfx110X-all,success,2026-03-19T14:06:03Z,2026-03-19T14:06:25Z,2026-03-19T14:09:01Z,22.0,156.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx110X-all::release / Build Python / Build Python | gfx110X-all,python,Linux,gfx110X-all,success,2026-03-19T14:06:03Z,2026-03-19T14:06:26Z,2026-03-19T14:15:12Z,23.0,526.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx110X-all::release / Build PyTorch / Build PyTorch | gfx110X-all | torch release/2.10 | py3.12,pytorch,Linux,gfx110X-all,success,2026-03-19T14:15:12Z,2026-03-19T14:15:43Z,2026-03-19T14:55:54Z,31.0,2411.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx1151::release / Test Artifacts / Configure test matrix (gfx1151),test,Linux,gfx1151,success,2026-03-19T14:25:32Z,2026-03-19T14:25:56Z,2026-03-19T14:26:04Z,24.0,8.0,linux-gfx1151-gpu-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx1151::release / Build Python / Build Python | gfx1151,python,Linux,gfx1151,success,2026-03-19T14:25:32Z,2026-03-19T14:25:56Z,2026-03-19T14:37:18Z,24.0,682.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx1151::release / Validate Artifact Structure / Validate artifact structure (gfx1151),validate,Linux,gfx1151,success,2026-03-19T14:25:32Z,2026-03-19T14:25:56Z,2026-03-19T14:29:13Z,24.0,197.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx1151::release / Test Artifacts / Test Sanity Check / Test sanity (shard 1/1) (gfx1151),test,Linux,gfx1151,failure,2026-03-19T14:26:05Z,2026-03-19T14:27:06Z,2026-03-19T14:28:33Z,61.0,87.0,linux-gfx1151-gpu-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Configure test matrix (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:26:26Z,2026-03-19T14:27:06Z,2026-03-19T14:27:21Z,40.0,15.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Build Python / Build Python | gfx94X-dcgpu,python,Linux,gfx94X-dcgpu,success,2026-03-19T14:26:26Z,2026-03-19T14:27:05Z,2026-03-19T14:42:03Z,39.0,898.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Validate Artifact Structure / Validate artifact structure (gfx94X-dcgpu),validate,Linux,gfx94X-dcgpu,success,2026-03-19T14:26:26Z,2026-03-19T14:27:05Z,2026-03-19T14:31:27Z,39.0,262.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test Sanity Check / Test sanity (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:27:21Z,2026-03-19T14:28:36Z,2026-03-19T14:30:13Z,75.0,97.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocrtst / Test rocrtst (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:53Z,2026-03-19T14:40:51Z,39.0,598.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipsolver / Test hipsolver (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:43Z,2026-03-19T14:35:31Z,29.0,288.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocr-debug-agent / Test rocr-debug-agent (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:42Z,2026-03-19T14:34:08Z,28.0,206.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rccl / Test rccl (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,failure,2026-03-19T14:30:14Z,2026-03-19T14:30:47Z,2026-03-19T14:39:16Z,33.0,509.0,linux-gfx942-8gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocwmma / Test rocwmma (shard 3/4) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:54Z,2026-03-19T14:52:30Z,40.0,1296.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test miopenprovider / Test miopenprovider (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:43Z,2026-03-19T14:42:25Z,29.0,702.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipsparse / Test hipsparse (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:02Z,2026-03-19T14:36:09Z,48.0,307.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocwmma / Test rocwmma (shard 4/4) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:07Z,2026-03-19T14:47:39Z,53.0,992.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocwmma / Test rocwmma (shard 2/4) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:51Z,2026-03-19T14:36:33Z,37.0,342.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocgdb / Test rocgdb (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:42Z,2026-03-19T15:03:01Z,28.0,1939.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test miopen / Test miopen (shard 3/4) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:50Z,2026-03-19T14:53:19Z,36.0,1349.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocsolver / Test rocsolver (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:05Z,2026-03-19T14:38:43Z,51.0,458.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocwmma / Test rocwmma (shard 1/4) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:54Z,2026-03-19T14:38:53Z,40.0,479.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipdnn_install / Test hipdnn_install (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:02Z,2026-03-19T14:34:51Z,48.0,229.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocblas / Test rocblas (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:42Z,2026-03-19T14:34:06Z,28.0,204.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test miopen / Test miopen (shard 2/4) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:55Z,2026-03-19T15:07:28Z,41.0,2193.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test miopen / Test miopen (shard 4/4) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:53Z,2026-03-19T15:02:51Z,39.0,1918.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test libhipcxx_hiprtc / Test libhipcxx_hiprtc (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:48Z,2026-03-19T14:41:21Z,34.0,633.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipdnn / Test hipdnn (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:06Z,2026-03-19T14:33:59Z,52.0,173.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test aqlprofile / Test aqlprofile (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:02Z,2026-03-19T14:33:38Z,48.0,156.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipblasltprovider / Test hipblasltprovider (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:54Z,2026-03-19T14:35:10Z,40.0,256.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hip-tests / Test hip-tests (shard 4/4) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:04Z,2026-03-19T14:51:07Z,50.0,1203.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test miopen / Test miopen (shard 1/4) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:05Z,2026-03-19T15:01:36Z,51.0,1831.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocsparse / Test rocsparse (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:53Z,2026-03-19T14:34:53Z,39.0,240.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hip-tests / Test hip-tests (shard 1/4) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:54Z,2026-03-19T14:43:14Z,40.0,740.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hip-tests / Test hip-tests (shard 3/4) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,failure,2026-03-19T14:30:14Z,2026-03-19T14:30:53Z,2026-03-19T14:43:29Z,39.0,756.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hip-tests / Test hip-tests (shard 2/4) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:54Z,2026-03-19T14:50:36Z,40.0,1182.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocprim / Test rocprim (shard 1/2) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:30:54Z,2026-03-19T14:38:35Z,40.0,461.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test libhipcxx_hipcc / Test libhipcxx_hipcc (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,failure,2026-03-19T14:30:14Z,2026-03-19T14:31:06Z,2026-03-19T14:43:38Z,52.0,752.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipfft / Test hipfft (shard 1/2) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:02Z,2026-03-19T14:41:40Z,48.0,638.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipdnn-samples / Test hipdnn-samples (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:05Z,2026-03-19T14:35:10Z,51.0,245.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipblaslt / Test hipblaslt (shard 5/6) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:10Z,2026-03-19T14:42:33Z,56.0,683.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocthrust / Test rocthrust (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:04Z,2026-03-19T14:40:52Z,50.0,588.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipblaslt / Test hipblaslt (shard 6/6) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:03Z,2026-03-19T14:51:52Z,49.0,1249.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocprofiler-systems / Test rocprofiler-systems (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:04Z,2026-03-19T14:38:41Z,50.0,457.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipblaslt / Test hipblaslt (shard 2/6) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:03Z,2026-03-19T14:45:58Z,49.0,895.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipsparselt / Test hipsparselt (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:04Z,2026-03-19T15:01:05Z,50.0,1801.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipfft / Test hipfft (shard 2/2) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:10Z,2026-03-19T14:41:41Z,56.0,631.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipblaslt / Test hipblaslt (shard 3/6) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:03Z,2026-03-19T14:42:38Z,49.0,695.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocprofiler-compute / Test rocprofiler-compute (shard 2/2) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,failure,2026-03-19T14:30:14Z,2026-03-19T14:31:10Z,2026-03-19T14:58:58Z,56.0,1668.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipblaslt / Test hipblaslt (shard 1/6) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:07Z,2026-03-19T14:45:50Z,53.0,883.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocroller / Test rocroller (shard 4/5) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:05Z,2026-03-19T14:52:30Z,51.0,1285.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocprim / Test rocprim (shard 2/2) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:10Z,2026-03-19T14:40:27Z,56.0,557.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocroller / Test rocroller (shard 1/5) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:09Z,2026-03-19T14:57:00Z,55.0,1551.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocroller / Test rocroller (shard 5/5) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:06Z,2026-03-19T14:52:51Z,52.0,1305.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipcub / Test hipcub (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:10Z,2026-03-19T14:38:59Z,56.0,469.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipblas / Test hipblas (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:07Z,2026-03-19T14:34:59Z,53.0,232.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocprofiler-compute / Test rocprofiler-compute (shard 1/2) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:06Z,2026-03-19T15:10:23Z,52.0,2357.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocrand / Test rocrand (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:10Z,2026-03-19T14:35:28Z,56.0,258.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hipblaslt / Test hipblaslt (shard 4/6) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:07Z,2026-03-19T14:42:59Z,53.0,712.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocroller / Test rocroller (shard 3/5) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:09Z,2026-03-19T15:00:08Z,55.0,1739.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocfft / Test rocfft (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:10Z,2026-03-19T15:16:57Z,56.0,2747.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test rocroller / Test rocroller (shard 2/5) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:09Z,2026-03-19T14:53:16Z,55.0,1327.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Artifacts / Test hiprand / Test hiprand (shard 1/1) (gfx94X-dcgpu),test,Linux,gfx94X-dcgpu,success,2026-03-19T14:30:14Z,2026-03-19T14:31:11Z,2026-03-19T14:34:09Z,57.0,178.0,linux-gfx942-1gpu-ossci-rocm
23294194159,2026-03-19T12:10:40Z,"Linux::gfx1151::release / Test Python / Test rocm[libraries,devel] wheels | gfx1151",test,Linux,gfx1151,success,2026-03-19T14:37:18Z,2026-03-19T14:38:01Z,2026-03-19T14:41:28Z,43.0,207.0,linux-gfx1151-gpu-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx1151::release / Test Python / Test rocm[libraries] wheels | gfx1151,test,Linux,gfx1151,success,2026-03-19T14:37:18Z,2026-03-19T14:38:02Z,2026-03-19T14:39:17Z,44.0,75.0,linux-gfx1151-gpu-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx1151::release / Build PyTorch / Build PyTorch | gfx1151 | torch release/2.10 | py3.12,pytorch,Linux,gfx1151,success,2026-03-19T14:37:18Z,2026-03-19T14:38:02Z,2026-03-19T14:59:20Z,44.0,1278.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Build PyTorch / Build PyTorch | gfx94X-dcgpu | torch release/2.10 | py3.12,pytorch,Linux,gfx94X-dcgpu,success,2026-03-19T14:42:04Z,2026-03-19T14:42:48Z,2026-03-19T15:18:12Z,44.0,2124.0,azure-linux-scale-rocm
23294194159,2026-03-19T12:10:40Z,Linux::gfx94X-dcgpu::release / Test Python / Test rocm[libraries] wheels | gfx94X-dcgpu,test,Linux,gfx94X-dcgpu,success,2026-03-19T14:42:04Z,2026-03-19T14:42:48Z,2026-03-19T14:44:13Z,44.0,85.0,linux-gfx942-1gpu-ossci-rocm
