project,category,file,line,pattern,severity,status,notes
aqlprofile,cmake-build,test/integration/CMakeLists.txt,11,/opt/rocm,low,untriaged,test CMakeLists HINTS /opt/rocm
aqlprofile,cmake-build,test/integration/CMakeLists.txt,12,/opt/rocm,low,untriaged,test CMakeLists PATHS /opt/rocm
aqlprofile,cmake-build,test/integration/CMakeLists.txt,22,/opt/rocm,low,untriaged,test CMakeLists HINTS /opt/rocm
aqlprofile,cmake-build,test/integration/CMakeLists.txt,23,/opt/rocm,low,untriaged,test CMakeLists PATHS /opt/rocm
aqlprofile,cmake-build,test/integration/CMakeLists.txt,41,/opt/rocm,low,untriaged,test CMakeLists HINTS fallback
aqlprofile,cmake-build,test/integration/CMakeLists.txt,42,/opt/rocm,low,untriaged,test CMakeLists PATHS fallback
aqlprofile,cmake-build,test/integration/CMakeLists.txt,64,/opt/rocm,low,untriaged,test hardcoded target_include_directories
aqlprofile,cmake-build,src/core/tests/CMakeLists.txt,15,/opt/rocm,low,untriaged,test CMakeLists HINTS /opt/rocm
aqlprofile,cmake-build,src/core/tests/CMakeLists.txt,16,/opt/rocm,low,untriaged,test CMakeLists PATHS /opt/rocm
aqlprofile,shell,build.sh,23,/opt/rocm,low,untriaged,standalone build script default ROCM_PATH
clr,cmake-build,rocclr/cmake/ROCclrLC.cmake,23,/opt/rocm,high,untriaged,find_package PATHS fallback for device-libs
clr,cmake-build,rocclr/cmake/ROCclrLC.cmake,32,/opt/rocm,high,untriaged,find_package PATHS fallback for amd_comgr
clr,cmake-build,rocclr/cmake/ROCclrHSA.cmake,24,/opt/rocm,high,untriaged,find_package PATHS fallback for hsa-runtime64
clr,cmake-build,rocclr/cmake/ROCclrHSA.cmake,60,/opt/rocm,high,untriaged,find_path PATHS fallback for hsa headers
clr,cmake-build,rocclr/cmake/ROCclrHSA.cmake,69,/opt/rocm,high,untriaged,find_path PATHS fallback for hsa ext headers
clr,cmake-build,rocclr/cmake/ROCclrHSA.cmake,84,/opt/rocm,high,untriaged,find_library PATHS fallback for hsa-runtime64
clr,cmake-build,opencl/cmake/FindAMD_ICD.cmake,57,/opt/rocm,high,untriaged,find_library PATHS fallback for OpenCL
clr,cmake-build,opencl/CMakeLists.txt,63,/opt/rocm,medium,untriaged,find_package ROCM PATHS /opt/rocm
clr,cmake-build,opencl/CMakeLists.txt,102,/opt/rocm,low,untriaged,CPACK_PACKAGING_INSTALL_PREFIX
clr,cmake-build,hipamd/CMakeLists.txt,54,/opt/rocm,medium,untriaged,default HIPCC_BIN_DIR cache variable
clr,cmake-build,hipamd/CMakeLists.txt,292,/opt/rocm,medium,untriaged,default ROCM_PATH cache variable overridable
clr,cmake-build,hipamd/CMakeLists.txt,301,CMAKE_INSTALL_PREFIX FORCE,high,untriaged,FORCE override of CMAKE_INSTALL_PREFIX (guarded by INITIALIZED_TO_DEFAULT)
clr,cmake-build,hipamd/src/CMakeLists.txt,317,/opt/rocm,high,untriaged,find_package PATHS /opt/rocm
clr,cmake-build,CMakeLists.txt,79,/opt/rocm,medium,untriaged,default HIPCC_BIN_DIR set in parent CMakeLists
clr,cmake-build,CMakeLists.txt,137,/opt/rocm,medium,untriaged,find_program clang-format PATHS /opt/rocm
clr,cmake-install,hipamd/hip-config-amd.cmake.in,66,/opt/rocm,high,untriaged,installed config finds AMDDeviceLibs with PATHS /opt/rocm
clr,cmake-install,hipamd/hip-config-amd.cmake.in,125,/opt/rocm,high,untriaged,installed config finds amd_comgr with PATHS /opt/rocm
clr,cmake-install,hipamd/hip-config-amd.cmake.in,134,/opt/rocm,high,untriaged,installed config finds hsa-runtime64 with PATHS /opt/rocm
clr,cmake-build,opencl/packaging/rocm-opencl.conf,3,/opt/rocm,low,untriaged,packaging ldconfig path
cuid,cmake-build,CMakeLists.txt,27,CMAKE_INSTALL_PREFIX FORCE,medium,untriaged,FORCE install prefix to Program Files/AMD/AMDCUID (Windows)
cuid,cmake-build,CMakeLists.txt,29,CMAKE_INSTALL_PREFIX FORCE,medium,untriaged,FORCE install prefix to /opt/amdcuid (Linux) not /opt/rocm
hip,cmake-build,cmake/FindHIP.cmake,109,$ENV{ROCM_PATH},medium,untriaged,env var read for HIP_PATH search
hip,cmake-build,cmake/FindHIP.cmake,110,$ENV{ROCM_PATH},medium,untriaged,env var read for HIP_PATH/hip search
hip,cmake-build,cmake/FindHIP.cmake,283,$ENV{ROCM_PATH},medium,untriaged,env var read for HIP_CLANG_PATH
hip,cmake-build,cmake/FindHIP.cmake,285,$ENV{HIP_PATH},medium,untriaged,env var read for HIP_CLANG_PATH fallback
hip,cmake-build,cmake/FindHIP.cmake,286,$ENV{HIP_PATH},medium,untriaged,env var set HIP_CLANG_PATH
hip,cmake-build,cmake/FindHIP.cmake,288,$ENV{HIP_PATH},medium,untriaged,env var set HIP_CLANG_PATH alternate
hip,cmake-build,cmake/FindHIP.cmake,713,$ENV{ROCM_PATH},medium,untriaged,env var read for HIP_CLANG_PATH duplicate block
hip,cmake-build,cmake/FindHIP.cmake,715,$ENV{HIP_PATH},medium,untriaged,env var read for HIP_CLANG_PATH duplicate
hip,cmake-build,cmake/FindHIP.cmake,716,$ENV{HIP_PATH},medium,untriaged,env var set HIP_CLANG_PATH duplicate
hip,cmake-build,cmake/FindHIP.cmake,718,$ENV{HIP_PATH},medium,untriaged,env var set HIP_CLANG_PATH duplicate alternate
hip,shell,docs/gen_clang_option_doc.sh,24,/opt/rocm,low,untriaged,doc generation script hardcoded clang path
hip-tests,cmake-build,samples/CMakeLists.txt,33,$ENV{ROCM_PATH},low,untriaged,test samples env var read for ROCM_PATH
hip-tests,cmake-build,samples/CMakeLists.txt,40,$ENV{HIP_PATH},low,untriaged,test samples env var read for HIP_PATH
hip-tests,cmake-build,samples/CMakeLists.txt,55,$ENV{HIP_PATH},low,untriaged,test samples env var read for HIP_PATH fallback
hip-tests,cmake-build,samples/CMakeLists.txt,61,/opt/rocm,low,untriaged,test samples default HIP_PATH
hip-tests,cmake-build,samples/CMakeLists.txt,62,/opt/rocm,low,untriaged,test samples default ROCM_PATH
hip-tests,cmake-build,samples/common/DetectGPUArchs.cmake,39,$ENV{ROCM_PATH},low,untriaged,test helper env var read
hip-tests,cmake-build,samples/common/DetectGPUArchs.cmake,41,/opt/rocm,low,untriaged,test helper default ROCM_PATH
hip-tests,cmake-build,samples/packaging/CMakeLists.txt,36,/opt/rocm,low,untriaged,test packaging CPACK_INSTALL_PREFIX
hip-tests,cmake-build,catch/packaging/CMakeLists.txt,81,/opt/rocm,low,untriaged,test packaging CPACK_INSTALL_PREFIX
hip-tests,cmake-build,catch/CMakeLists.txt,52,/opt/rocm,low,untriaged,test default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/9_unroll/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/9_unroll/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/8_peer2peer/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/8_peer2peer/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/7_streams/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/7_streams/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/6_dynamic_shared/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/6_dynamic_shared/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/5_2dshfl/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/5_2dshfl/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/4_shfl/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/4_shfl/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/3_shared_memory/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/3_shared_memory/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/23_cmake_hiprtc/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/23_cmake_hiprtc/CMakeLists.txt,29,$ENV{HIP_PATH},low,untriaged,test sample env var read HIP_PATH
hip-tests,cmake-build,samples/2_Cookbook/23_cmake_hiprtc/CMakeLists.txt,39,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/23_cmake_hiprtc/CMakeLists.txt,41,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/22_cmake_hip_lang/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/22_cmake_hip_lang/CMakeLists.txt,29,$ENV{HIP_PATH},low,untriaged,test sample env var read HIP_PATH
hip-tests,cmake-build,samples/2_Cookbook/22_cmake_hip_lang/CMakeLists.txt,41,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/21_cmake_hip_cxx_clang/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/21_cmake_hip_cxx_clang/CMakeLists.txt,29,$ENV{HIP_PATH},low,untriaged,test sample env var read HIP_PATH
hip-tests,cmake-build,samples/2_Cookbook/21_cmake_hip_cxx_clang/CMakeLists.txt,39,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/21_cmake_hip_cxx_clang/CMakeLists.txt,41,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/1_hipEvent/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/1_hipEvent/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/19_cmake_lang/CMakeLists.txt,19,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/19_cmake_lang/CMakeLists.txt,21,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/18_cmake_hip_device/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/18_cmake_hip_device/CMakeLists.txt,29,$ENV{HIP_PATH},low,untriaged,test sample env var read HIP_PATH
hip-tests,cmake-build,samples/2_Cookbook/18_cmake_hip_device/CMakeLists.txt,39,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/18_cmake_hip_device/CMakeLists.txt,41,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/17_llvm_ir_to_executable/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/17_llvm_ir_to_executable/CMakeLists.txt,29,$ENV{HIP_PATH},low,untriaged,test sample env var read HIP_PATH
hip-tests,cmake-build,samples/2_Cookbook/17_llvm_ir_to_executable/CMakeLists.txt,39,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/17_llvm_ir_to_executable/CMakeLists.txt,41,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/17_llvm_ir_to_executable/CMakeLists.txt,48,$ENV{HIP_PATH},low,untriaged,test sample env var for HIP install path
hip-tests,cmake-build,samples/2_Cookbook/16_assembly_to_executable/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/16_assembly_to_executable/CMakeLists.txt,29,$ENV{HIP_PATH},low,untriaged,test sample env var read HIP_PATH
hip-tests,cmake-build,samples/2_Cookbook/16_assembly_to_executable/CMakeLists.txt,42,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/16_assembly_to_executable/CMakeLists.txt,44,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/16_assembly_to_executable/CMakeLists.txt,51,$ENV{HIP_PATH},low,untriaged,test sample env var for HIP install path
hip-tests,cmake-build,samples/2_Cookbook/15_static_library/host_functions/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/15_static_library/host_functions/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/15_static_library/host_functions/CMakeLists.txt,48,$ENV{HIP_PATH},low,untriaged,test sample find_program env hint
hip-tests,cmake-build,samples/2_Cookbook/15_static_library/host_functions/CMakeLists.txt,49,$ENV{ROCM_PATH},low,untriaged,test sample find_program env hint
hip-tests,cmake-build,samples/2_Cookbook/15_static_library/host_functions/CMakeLists.txt,64,$ENV{HIP_PATH},low,untriaged,test sample find_program env hint
hip-tests,cmake-build,samples/2_Cookbook/15_static_library/host_functions/CMakeLists.txt,65,$ENV{ROCM_PATH},low,untriaged,test sample find_program env hint
hip-tests,cmake-build,samples/2_Cookbook/15_static_library/device_functions/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/15_static_library/device_functions/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/15_static_library/device_functions/CMakeLists.txt,48,$ENV{HIP_PATH},low,untriaged,test sample find_program env hint
hip-tests,cmake-build,samples/2_Cookbook/15_static_library/device_functions/CMakeLists.txt,49,$ENV{ROCM_PATH},low,untriaged,test sample find_program env hint
hip-tests,cmake-build,samples/2_Cookbook/15_static_library/device_functions/CMakeLists.txt,64,$ENV{HIP_PATH},low,untriaged,test sample find_program env hint
hip-tests,cmake-build,samples/2_Cookbook/15_static_library/device_functions/CMakeLists.txt,65,$ENV{ROCM_PATH},low,untriaged,test sample find_program env hint
hip-tests,cmake-build,samples/2_Cookbook/14_gpu_arch/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/14_gpu_arch/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/13_occupancy/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/13_occupancy/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/12_cmake_hip_add_executable/CMakeLists.txt,25,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/12_cmake_hip_add_executable/CMakeLists.txt,27,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/12_cmake_hip_add_executable/CMakeLists.txt,36,$ENV{HIP_PATH},low,untriaged,test sample env var for HIP install path
hip-tests,cmake-build,samples/2_Cookbook/11_texture_driver/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/11_texture_driver/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/10_inline_asm/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/10_inline_asm/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/2_Cookbook/0_MatrixTranspose/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/2_Cookbook/0_MatrixTranspose/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/0_Intro/square/CMakeLists.txt,29,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/0_Intro/square/CMakeLists.txt,31,$ENV{HIP_PATH},low,untriaged,test sample env var read HIP_PATH
hip-tests,cmake-build,samples/0_Intro/square/CMakeLists.txt,63,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/0_Intro/square/CMakeLists.txt,65,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/0_Intro/square/CMakeLists.txt,106,$ENV{HIP_PATH},low,untriaged,test sample find_program env hint
hip-tests,cmake-build,samples/0_Intro/module_api_global/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/0_Intro/module_api_global/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/1_Utils/hipInfo/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/1_Utils/hipInfo/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/1_Utils/hipDispatchLatency/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/1_Utils/hipDispatchLatency/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/0_Intro/module_api/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/0_Intro/module_api/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/0_Intro/generic_target/CMakeLists.txt,26,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/0_Intro/generic_target/CMakeLists.txt,28,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,cmake-build,samples/0_Intro/bit_extract/CMakeLists.txt,34,$ENV{ROCM_PATH},low,untriaged,test sample env var read
hip-tests,cmake-build,samples/0_Intro/bit_extract/CMakeLists.txt,36,/opt/rocm,low,untriaged,test sample default ROCM_PATH
hip-tests,python,catch/cmake/relative_paths.py,36,/opt/rocm,low,untriaged,test helper generates cmake with hardcoded path
rccl,toolchain,toolchain-linux.cmake,3,$ENV{ROCM_PATH},low,untriaged,toolchain env var read for compiler path
rccl,toolchain,toolchain-linux.cmake,5,/opt/rocm,low,untriaged,toolchain default ROCM_PATH
rccl,toolchain,toolchain-linux.cmake,6,/opt/rocm,low,untriaged,toolchain default compiler bin path
rccl,cmake-build,cmake/Dependencies.cmake,84,/opt/rocm,high,untriaged,find_package ROCM PATHS /opt/rocm
rccl,cmake-build,cmake/Dependencies.cmake,140,/opt/rocm,medium,untriaged,find_program rocm_agent_enumerator HINTS /opt/rocm
rccl,cmake-build,tools/topo_expl/get_rocm_version.cmake,5,/opt/rocm,medium,untriaged,default ROCM_PATH cache variable
rccl,cmake-build,CMakeLists.txt,201,/opt/rocm,medium,untriaged,default ROCM_PATH set
rccl,cmake-build,test/CMakeLists.txt,21,/opt/rocm,low,untriaged,test find_package hsa-runtime64 PATHS
rccl,cmake-build,test/CMakeLists.txt,30,/opt/rocm,low,untriaged,test find_path PATHS for ROCR headers
rccl,cmake-build,test/CMakeLists.txt,34,/opt/rocm,low,untriaged,test find_library PATHS for ROCR lib
rccl,python,tools/scripts/test_runner/lib/test_executor.py,155,/opt/rocm,low,untriaged,test runner default rocm_path
rccl,python,tools/scripts/test_runner/lib/test_executor.py,208,/opt/rocm,low,untriaged,test runner default rocm_path
rccl,python,tools/scripts/test_runner/lib/test_executor.py,714,/opt/rocm,low,untriaged,test runner default rocm_path
rccl,python,tools/scripts/rcclDiagnostics.py,183,/opt/rocm,medium,untriaged,hardcoded cat /opt/rocm/.info/version
rccl,shell,tools/scripts/ucx_ompi_rccl_rccltests_TB_script.sh,7,/opt/rocm,low,untriaged,script hardcoded MY_ROCM_DIR
rccl,shell,tools/scripts/ucx_ompi_rccl_rccltests_TB_script.sh,10,/opt/rocm,low,untriaged,script hardcoded MY_HIP_DIR
rccl,shell,tools/scripts/ucx_ompi_rccl_rccltests_TB_script.sh,55,/opt/rocm,low,untriaged,script hardcoded rocm_agent_enumerator path
rccl,shell,install.sh,7,/opt/rocm,low,untriaged,standalone install script default ROCM_PATH
rccl-tests,toolchain,toolchain-linux.cmake,4,$ENV{ROCM_PATH},low,untriaged,toolchain env var read
rccl-tests,toolchain,toolchain-linux.cmake,5,$ENV{ROCM_PATH},low,untriaged,toolchain env var compiler bin
rccl-tests,toolchain,toolchain-linux.cmake,7,/opt/rocm,low,untriaged,toolchain default ROCM_PATH
rccl-tests,toolchain,toolchain-linux.cmake,8,/opt/rocm,low,untriaged,toolchain default compiler bin
rccl-tests,cmake-build,CMakeLists.txt,82,/opt/rocm,low,untriaged,test default ROCM_PATH
rccl-tests,shell,install.sh,104,/opt/rocm,low,untriaged,install script default fallback
rccl-tests,shell,install.sh,105,/opt/rocm,low,untriaged,install script default fallback set
rdc,cmake-build,CMakeLists.txt,37,/opt/rocm,medium,untriaged,default ROCM_DIR cache variable
rdc,cmake-build,cmake_modules/Findrvs.cmake,7,/opt/rocm,medium,untriaged,default ROCM_DIR in find module
rdc,cmake-build,cmake_modules/Findrocprofiler.cmake,7,/opt/rocm,medium,untriaged,default ROCM_DIR in find module
rdc,cmake-build,example/CMakeLists.txt,74,$ENV{ROCM_PATH},low,untriaged,example env var read
rdc,cmake-build,example/CMakeLists.txt,76,/opt/rocm,low,untriaged,example default ROCM_DIR
rdc,shell,server/run_build.sh,8,/opt/rocm,low,untriaged,build script hardcoded cmake arg
rocdbgapi,cmake-build,CMakeLists.txt,307,/opt/rocm,high,untriaged,find_package amd_comgr PATHS /opt/rocm
rocdbgapi,cmake-build,CMakeLists.txt,440,/opt/rocm,high,untriaged,find_package hsa-runtime64 PATHS /opt/rocm
rocdecode,cmake-build,CMakeLists.txt,27,$ENV{ROCM_PATH},medium,untriaged,env var read for ROCM_PATH
rocdecode,cmake-build,CMakeLists.txt,31,/opt/rocm,medium,untriaged,default ROCM_PATH cache variable
rocdecode,cmake-build,CMakeLists.txt,69,CMAKE_INSTALL_PREFIX FORCE,high,untriaged,FORCE install prefix to ROCM_PATH (guarded by INITIALIZED_TO_DEFAULT)
rocdecode,cmake-build,src/rocdecode-host/CMakeLists.txt,27,$ENV{ROCM_PATH},medium,untriaged,env var read for ROCM_PATH
rocdecode,cmake-build,src/rocdecode-host/CMakeLists.txt,31,/opt/rocm,medium,untriaged,default ROCM_PATH cache variable
rocdecode,cmake-build,test/CMakeLists.txt,36,$ENV{ROCM_PATH},low,untriaged,test env var read
rocdecode,cmake-build,test/CMakeLists.txt,40,/opt/rocm,low,untriaged,test default ROCM_PATH
rocdecode,cmake-build,test/rocDecodeNegativeApiTests/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,test env var read
rocdecode,cmake-build,test/rocDecodeNegativeApiTests/CMakeLists.txt,31,/opt/rocm,low,untriaged,test default ROCM_PATH
rocdecode,cmake-build,samples/videoToSequence/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,sample env var read
rocdecode,cmake-build,samples/videoToSequence/CMakeLists.txt,31,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocdecode,cmake-build,samples/videoDecodeRGB/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,sample env var read
rocdecode,cmake-build,samples/videoDecodeRGB/CMakeLists.txt,31,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocdecode,cmake-build,samples/videoDecodeRaw/CMakeLists.txt,27,$ENV{ROCM_PATH},low,untriaged,sample env var read
rocdecode,cmake-build,samples/videoDecodeRaw/CMakeLists.txt,31,/opt/rocm,low,untriaged,sample default ROCM_PATH
rocdecode,cmake-build,samples/videoDecodeMem/CMakeLists.txt,28,$ENV{ROCM_PATH},low,untriaged,sample env var read
